id x y z omega phi kappa
DJI_0102.JPG 7424281.944313 5554912.987599 340.840062 0 0 0
DJI_0103.JPG 7424297.338135 5554915.664875 340.740062 0 0 0
DJI_0104.JPG 7424312.402888 5554918.689486 340.640062 0 0 0
DJI_0105.JPG 7424327.636088 5554921.641669 340.740062 0 0 0
DJI_0106.JPG 7424342.854139 5554924.485093 340.640062 0 0 0
DJI_0107.JPG 7424358.016103 5554927.308218 340.740062 0 0 0
DJI_0108.JPG 7424373.241999 5554930.304018 340.740062 0 0 0
DJI_0109.JPG 7424388.357449 5554933.026658 340.740062 0 0 0
DJI_0110.JPG 7424403.598032 5554935.951140 340.740062 0 0 0
DJI_0111.JPG 7424418.701300 5554938.876498 340.640062 0 0 0
DJI_0112.JPG 7424433.886587 5554941.787388 340.740062 0 0 0
DJI_0113.JPG 7424449.110836 5554944.673296 340.640062 0 0 0
DJI_0114.JPG 7424464.269397 5554947.567963 340.640062 0 0 0
DJI_0115.JPG 7424479.467515 5554950.378682 340.640062 0 0 0
DJI_0116.JPG 7424494.689826 5554953.232486 340.640062 0 0 0
DJI_0117.JPG 7424509.979968 5554956.181042 340.640062 0 0 0
DJI_0118.JPG 7424525.074108 5554959.076792 340.640062 0 0 0
DJI_0119.JPG 7424540.277855 5554961.936549 340.640062 0 0 0
DJI_0120.JPG 7424555.409722 5554964.771780 340.740062 0 0 0
DJI_0121.JPG 7424570.625331 5554967.663715 340.640062 0 0 0
DJI_0122.JPG 7424585.887216 5554970.592862 340.740062 0 0 0
DJI_0123.JPG 7424601.026386 5554973.543809 340.540062 0 0 0
DJI_0124.JPG 7424616.230432 5554976.279186 340.640062 0 0 0
DJI_0125.JPG 7424631.407430 5554979.227460 340.640062 0 0 0
DJI_0126.JPG 7424646.547484 5554982.092866 340.640062 0 0 0
DJI_0127.JPG 7424661.890392 5554984.942103 340.640062 0 0 0
DJI_0128.JPG 7424677.016142 5554987.810022 340.640062 0 0 0
DJI_0129.JPG 7424692.130049 5554990.701511 340.640062 0 0 0
DJI_0130.JPG 7424707.356878 5554993.589224 340.740062 0 0 0
DJI_0131.JPG 7424722.585449 5554996.500317 340.740062 0 0 0
DJI_0132.JPG 7424737.767176 5554999.336470 340.640062 0 0 0
DJI_0133.JPG 7424752.943382 5555002.289546 340.640062 0 0 0
DJI_0134.JPG 7424768.139938 5555005.165622 340.640062 0 0 0
DJI_0135.JPG 7424766.902400 5555012.599551 340.640062 0 0 0
DJI_0136.JPG 7424751.641241 5555009.654307 340.640062 0 0 0
DJI_0137.JPG 7424736.492937 5555006.802071 340.540062 0 0 0
DJI_0138.JPG 7424721.218678 5555003.792579 340.640062 0 0 0
DJI_0139.JPG 7424705.988560 5555001.023901 340.640062 0 0 0
DJI_0140.JPG 7424690.783083 5554998.178162 340.540062 0 0 0
DJI_0141.JPG 7424675.702409 5554995.258398 340.440062 0 0 0
DJI_0142.JPG 7424660.526873 5554992.357814 340.440062 0 0 0
DJI_0143.JPG 7424645.247761 5554989.517692 340.440062 0 0 0
DJI_0144.JPG 7424630.038742 5554986.628791 340.540062 0 0 0
